_id,title,description,video,thumbnail,hashtags,products,userId,likes,likeCount,shareLink,viewCount,shareCount,revenue,orders,isActive,comments,createdAt,__v,isTrending
{'$oid': '6a0c5c48d4f03db64a78945a'},Red Crush Hamper,"Woww birthday full of surprises ❤️

Promise chain 💍
Heart pendant chain
Hoop earrings 
Cute hair accessories 
And perfect scrunchies 


Perfect for gifting your girlfriend's or your wife  🥹❤️✨","{'public_id': 'zatch/Bits/1779194921532-438615023-5666.mp4', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/1779194921532-438615023-5666.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1779194921532-526647600-5717.jpg', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/thumbnails/1779194921532-526647600-5717.jpg'}","['#gifts', '#hamper', '#fashion']",[{'$oid': '6a0c5b46d4f03db64a7891da'}],{'$oid': '69e51ea68174770ee78f3b81'},"[{'$oid': '698e264a2c63bfbc04768582'}, {'$oid': '698e259d2c63bfbc04768479'}, {'$oid': '69e51ea68174770ee78f3b81'}]",3,/bits/1779194952544-69e51ea68174770ee78f3b81,83,0,0,0,True,[],{'$date': '2026-05-19T12:49:12.545Z'},3,False
{'$oid': '6a0c67bed4f03db64a78af0b'},"""Stay with me"" Hamper","When “sorry” isn’t enough…
send your feelings in a box ❤️‍🩹✨

Promise chain 💍
Handwritten emotions 💌
Cute little surprises 🎀

Perfect for fixing fights, expressing love & making memories 🥹✨

DM to customise yours 💕
Orders open 💌","{'public_id': 'zatch/Bits/1779197884149-843096560-1000579518.mp4', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/1779197884149-843096560-1000579518.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1779197884149-84703226-1000579517.png', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/thumbnails/1779197884149-84703226-1000579517.png'}","['#gift hampers', '#customised', '#forHer']",[{'$oid': '6a0c5510d4f03db64a7882f8'}],{'$oid': '69e51ea68174770ee78f3b81'},[{'$oid': '698e264a2c63bfbc04768582'}],1,/bits/1779197886805-69e51ea68174770ee78f3b81,89,0,0,0,True,[],{'$date': '2026-05-19T13:38:06.808Z'},1,False
{'$oid': '6a0d458cd4f03db64a78fefc'},Soft Cotton Sarees ✨,"Soft Cotton Sarees ✨

Comfort meets elegance in every drape 🤍
Lightweight, breathable & perfect for everyday style.

🌸 Soft fabric with graceful look

🚚 Free Shipping Across India 🇮🇳

Perfect for office wear, casual outings & daily comfort.

🧺 Wash Care:
• Gentle hand wash recommended
• Use mild detergent
• Dry in shade
• Do not bleach","{'public_id': 'zatch/Bits/1779254657351-140576156-5744.mp4', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/1779254657351-140576156-5744.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1779254657351-326347366-6010.jpg', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/thumbnails/1779254657351-326347366-6010.jpg'}","[""#Saree's"", '#cotton sarees', '#gifts', '#fashion']",[{'$oid': '6a0d41f9d4f03db64a78fc66'}],{'$oid': '6a084ac71a9ba20ae97f5f37'},[],0,/bits/1779254668576-6a084ac71a9ba20ae97f5f37,76,0,0,0,True,[],{'$date': '2026-05-20T05:24:28.577Z'},0,False
{'$oid': '6a0edae6ed25ae0d7deab2c8'},Malai silk sarees,"Beautiful Malai Silk Sarees 💖
Soft • Stylish • Budget Friendly

💫 Just : ₹599/-
🚚 Shipping Extra

🧺 Wash Care:
• Gentle hand wash recommended
• Use mild detergent
• Dry in shade
• Do not bleach

📸 Colours may slightly vary due to photography and lighting.","{'public_id': 'zatch/Bits/1779358431828-699571944-41470.mp4', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/1779358431828-699571944-41470.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1779358431828-109120690-video_thumb.png', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/thumbnails/1779358431828-109120690-video_thumb.png'}","['#silk sarees', '#Malai silk sarees', '#Soft sarees']",[{'$oid': '6a0ed88eed25ae0d7deaace5'}],{'$oid': '6a084ac71a9ba20ae97f5f37'},[],0,/bits/1779358438899-6a084ac71a9ba20ae97f5f37,53,0,0,0,True,[],{'$date': '2026-05-21T10:13:58.901Z'},0,False
{'$oid': '6a0eee72ed25ae0d7deabbfc'},Texture Tees,"Luxury Texture. Premium Comfort. Everyday Style. 🔥
Milton Legend Jacquard Tees — Designed to Make You Stand Out.","{'public_id': 'zatch/Bits/1779363417802-821923590-1000413822.mp4', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/1779363417802-821923590-1000413822.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1779363417802-932097370-1000413808.png', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/thumbnails/1779363417802-932097370-1000413808.png'}","['#tees', '#roundnecktees', '#tshirts', '#halfsleeves']",[{'$oid': '6a0ee9dbed25ae0d7deab96a'}],{'$oid': '6992fed22c63bfbc04771576'},[{'$oid': '6992fed22c63bfbc04771576'}],1,/bits/1779363442562-6992fed22c63bfbc04771576,79,0,0,0,True,[],{'$date': '2026-05-21T11:37:22.563Z'},5,False
{'$oid': '6a0efbb6c5a9d08fea4c6025'},Premium Checks Shirts,"Stay Stylish. Stay Comfortable. Premium Checked Shirt for the Modern Gentleman.

Product Specifications
Fabric: 100% Cotton
Pattern: Checked / Plaid
Fit Type: Regular Slim Fit
Sleeve Type: Full Sleeve
Collar Type: Spread Collar
Closure: Button Closure
Occasion: Casual, Semi-Formal, Party Wear
Care Instructions: Machine Wash / Hand Wash","{'public_id': 'zatch/Bits/1779366831350-257323016-1000413951.mp4', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/1779366831350-257323016-1000413951.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1779366831350-300184368-1000362973.jpg', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/thumbnails/1779366831350-300184368-1000362973.jpg'}","['#Checks', '#shirts', '#premium shirts', '#cottonshirts', '#xlsizeshirts', '#formals', '#casuals', '#casual shirts', '#casual wear']",[{'$oid': '6a0ef572ed25ae0d7deac0b9'}],{'$oid': '6992fed22c63bfbc04771576'},"[{'$oid': '698e259d2c63bfbc04768479'}, {'$oid': '6992fed22c63bfbc04771576'}]",2,/bits/1779366838465-6992fed22c63bfbc04771576,86,0,0,0,True,[],{'$date': '2026-05-21T12:33:58.483Z'},2,False
{'$oid': '6a0efe70c5a9d08fea4c67cf'},Maheshwari silk sarees,"Maheswari Silk Sarees ✨
Soft feel. Elegant shine. All-day comfort 💛

Price: ₹1099 only
📩 Book your order now before stock ends!
🚚 Free Shipping All Over India

🧺 Wash Care:
• Gentle hand wash recommended
• Use mild detergent
• Dry in shade
• Do not bleach

📸 Colours may slightly vary due to photography and lighting.","{'public_id': 'zatch/Bits/1779367522426-886534334-41539.mp4', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/1779367522426-886534334-41539.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1779367522426-823269526-video_thumb.png', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/thumbnails/1779367522426-823269526-video_thumb.png'}","['#MaheswariSilk', '#SilkSaree', '#SoftAndShine', '#SareeLove', '#EthnicWear']",[{'$oid': '6a0efc72c5a9d08fea4c65db'}],{'$oid': '6a084ac71a9ba20ae97f5f37'},"[{'$oid': '6992fed22c63bfbc04771576'}, {'$oid': '69b15fd4c203397431aea856'}]",2,/bits/1779367536045-6a084ac71a9ba20ae97f5f37,103,0,0,0,True,[],{'$date': '2026-05-21T12:45:36.046Z'},2,False
{'$oid': '6a0febf65ecfbb647dcf6c6f'},Korean Style Texture Shirts,"Key Features
Korean Streetwear Inspired Design
Premium Textured Lightweight Fabric
Oversized Loose Fit Comfort
Breathable & Soft Material
Full Sleeve Casual Styling
Trendy Relaxed Drop Shoulder Look
Stylish Minimal Pocket Design
Perfect for Casual & Smart Casual Wear
Easy to Pair with Jeans, Cargos & Trousers
Modern Luxury Fashion Finish","{'public_id': 'zatch/Bits/1779428333577-571246615-1000414061.mp4', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/1779428333577-571246615-1000414061.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1779428333577-413960084-1000414272.png', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/thumbnails/1779428333577-413960084-1000414272.png'}","['#koreanshirts', '#nettedshirts', '#shirts', '#stylishshirts', '#trendingshirts', '#mensfashion', '#ootd', '#fashion outfit']",[{'$oid': '6a0fd742ed3be771a708af7d'}],{'$oid': '6992fed22c63bfbc04771576'},"[{'$oid': '698e259d2c63bfbc04768479'}, {'$oid': '6992fed22c63bfbc04771576'}, {'$oid': '699a2e703ec6020eaac62877'}]",3,/bits/1779428342541-6992fed22c63bfbc04771576,78,0,0,0,True,[],{'$date': '2026-05-22T05:39:02.544Z'},3,False
{'$oid': '6a101a44a9955ce94394ce5d'},Trendy Plain Shirts,"Upgrade your wardrobe with the new SLR Premium Shirt Collection designed for modern men who love stylish comfort and elegant street fashion. Featuring premium textured fabric with a lightweight feel, these shirts deliver a perfect blend of sophistication, comfort, and trendy Korean-inspired styling.

Product Highlights
Premium Textured Fabric Finish
Stylish Korean-Inspired Design
Full Sleeve Casual Shirt
Soft, Lightweight & Breathable Material
Comfortable Slim-Regular Fit
Perfect for Casual, Party & Smart Casual Looks
Trendy Modern Fashion Styling
Easy to Pair with Jeans, Chinos & Trousers
Premium Stitching & Finishing
Available in Multiple Attractive Colors","{'public_id': 'zatch/Bits/1779440140490-340940948-1000414445.mp4', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/1779440140490-340940948-1000414445.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1779440140490-882580280-1000414316.png', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/thumbnails/1779440140490-882580280-1000414316.png'}","['#shirts', '#plainshirts', '#fashion outfit', '#fashionable', '#mensfashion', '#casuals', '#casual wear', '#trendy']",[{'$oid': '6a101579a9955ce94394cb68'}],{'$oid': '6992fed22c63bfbc04771576'},[{'$oid': '6992fed22c63bfbc04771576'}],1,/bits/1779440196488-6992fed22c63bfbc04771576,108,0,0,0,True,[],{'$date': '2026-05-22T08:56:36.49Z'},1,False
{'$oid': '6a108c54a9955ce94394fb1e'},STREETIX - Anime Meets Urban Fashion,"Upgrade your streetwear collection with this premium oversized anime graphic T-shirt designed for bold fashion lovers. Featuring high-quality front and back anime-inspired prints, this trendy oversized tee delivers a modern Korean streetwear aesthetic with all-day comfort.

Product Highlights
Premium Anime Graphic Print
Stylish Oversized Streetwear Fit
Soft & Breathable Fabric
Lightweight Everyday Comfort
Trendy Korean Fashion Style
High-Quality Front & Back Printing
Relaxed Drop Shoulder Look
Perfect for Casual & Street Styling
Easy to Pair with Jeans, Cargos & Sneakers
Youth Fashion Inspired Design","{'public_id': 'zatch/Bits/1779469386963-540135195-1000414834.mp4', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/1779469386963-540135195-1000414834.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1779469386963-853564068-1000414542.png', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/thumbnails/1779469386963-853564068-1000414542.png'}","['#animetees', '#anime tshirts', '#tees', '#down shoulder tees', '#down shoulder tshirts', '#streetwear fashion', '#fashion', '#fashionable', '#mensfashion']",[{'$oid': '6a107c38a9955ce94394f869'}],{'$oid': '6992fed22c63bfbc04771576'},[{'$oid': '6992fed22c63bfbc04771576'}],1,/bits/1779469396261-6992fed22c63bfbc04771576,115,0,0,0,True,[],{'$date': '2026-05-22T17:03:16.261Z'},1,False
{'$oid': '6a130a9ba9955ce94395f998'},Pure mul cotton sarees,"Pure mul cotton Sarees ✨
Soft. Elegant. Timeless. 💛
Finest quality with premium comfort for every occasion.

🌸 Free Shipping Available
🛍️ Book your order now
💰 Just ₹1399 only

Limited stock available. DM now to order 📩

🧺 Wash Care:
• Gentle hand wash recommended
• Use mild detergent
• Dry in shade
• Do not bleach

📸 Colours may slightly vary due to photography and lighting.","{'public_id': 'zatch/Bits/1779632789332-200586042-42295.mp4', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/1779632789332-200586042-42295.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1779632789332-743049139-video_thumb.jpg', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/thumbnails/1779632789332-743049139-video_thumb.jpg'}","['#cotton', '#purecotton', '#mulcotton', '#puremul']",[{'$oid': '6a1305d8a9955ce94395f7e5'}],{'$oid': '6a084ac71a9ba20ae97f5f37'},[],0,/bits/1779632795451-6a084ac71a9ba20ae97f5f37,56,0,0,0,True,[],{'$date': '2026-05-24T14:26:35.452Z'},0,False
{'$oid': '6a130b7ea9955ce94395f9c6'},Hand Painted Kota sarees,"Hand-painted Kota sarees blend airy elegance with artistic craftsmanship. Made from lightweight Kota Doria fabric, these sarees are known for their soft texture, delicate weave, and graceful drape. Each hand-painted design adds a unique touch of tradition and creativity, making every saree a wearable piece of art — perfect for festive wear, casual elegance, and timeless ethnic styling.

💰 Price: ₹1599/- Only
🚚 Free Shipping All Over India

🧺 Wash Care:
• Gentle hand wash recommended
• Use mild detergent
• Dry in shade
• Do not bleach

📸 Colours may slightly vary due to photography and lighting.","{'public_id': 'zatch/Bits/1779633017157-209975739-42300.mp4', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/1779633017157-209975739-42300.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1779633017157-525680068-video_thumb.jpg', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/thumbnails/1779633017157-525680068-video_thumb.jpg'}","['#handpaint', '#kotasarees', '#sarees', '#kotadoria']",[{'$oid': '6a130676a9955ce94395f8f4'}],{'$oid': '6a084ac71a9ba20ae97f5f37'},[],0,/bits/1779633022871-6a084ac71a9ba20ae97f5f37,81,0,0,0,True,[],{'$date': '2026-05-24T14:30:22.871Z'},0,False
{'$oid': '6a1556b04dfbf8e8d4fda85e'},My first reel,Check this out,"{'url': 'https://zatchp.b-cdn.net/zatch/Bits/1779971360158-172279229.mp4', 'public_id': 'zatch/Bits/1779971360158-172279229.mp4'}","{'url': 'https://zatchp.b-cdn.net/zatch/Bits/thumbnails/1779971361756-306608386.png', 'public_id': 'zatch/Bits/thumbnails/1779971361756-306608386.png'}","['fashion', 'trending', '#test']",[{'$oid': '6a09a792b7bb9861659ca2dd'}],{'$oid': '698e25132c63bfbc047683d8'},[],0,/bits/1779783344788-698e25132c63bfbc047683d8,2,0,0,0,False,[],{'$date': '2026-05-26T08:15:44.79Z'},0,False
{'$oid': '6a1598534dfbf8e8d4fdb4c1'},Kota Style Hand Printed Cotton Sarees,"Kota Style Hand Printed Cotton Sarees ✨
Lightweight, smooth, and made for all-day comfort 💛
Zero maintenance. Effortless elegance. Timeless beauty.

Feel confident, look graceful, and stay comfortable wherever you go 🌸
Perfect for daily wear, office wear, casual outings, and simple elegant styling.

💫 Soft Cotton
💫 Hand Printed Designs
💫 Comfortable & Breathable
💫 Easy to Maintain
💫 Beautiful in Every Drape

💰 Price: ₹899/- Only
🚚 Shipping Extra

🧺 Wash Care:
• Gentle hand wash recommended
• Use mild detergent
• Dry in shade
• Do not bleach

📸 Colours may slightly vary due to photography and lighting.","{'public_id': 'zatch/Bits/1779800143564-647385247-42623.mp4', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/1779800143564-647385247-42623.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1779800143564-596431658-video_thumb.jpg', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/thumbnails/1779800143564-596431658-video_thumb.jpg'}","['#kotastyle', '#softcotton', '#handprint']",[{'$oid': '6a15973b4dfbf8e8d4fdb44f'}],{'$oid': '6a084ac71a9ba20ae97f5f37'},"[{'$oid': '698e269c2c63bfbc04768709'}, {'$oid': '69e51ea68174770ee78f3b81'}]",2,/bits/1779800147538-6a084ac71a9ba20ae97f5f37,84,0,0,0,True,[],{'$date': '2026-05-26T12:55:47.539Z'},2,False
{'$oid': '6a1878f7fcdbfad047e3e197'},Lenin Mix Sarees,"✨ Stay cool and stylish this summer with our premium Lenin Mix Sarees ✨

Soft • Smooth • Lightweight • Perfect for everyday elegance 💫

Explore our Cream Colour Specials — timeless shades that bring effortless grace to your wardrobe 🤍

💰 Price: ₹549/- Only
Book Now
🚚 Shipping Extra

🧺 Wash Care:
• Gentle hand wash recommended
• Use mild detergent
• Dry in shade
• Do not bleach

📸 Colours may slightly vary due to photography and lighting.

Comfort meets classy style only at Mukura.","{'public_id': 'zatch/Bits/1779988720358-480654357.mp4', 'url': 'https://zatchp.b-cdn.net/zatch/Bits/1779988720358-480654357.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1779988726149-894977988.jpg', 'url': 'https://zatchp.b-cdn.net/zatch/Bits/thumbnails/1779988726149-894977988.jpg'}","['#leninmix', '#leninsarees', '#softsarees']",[{'$oid': '6a1877bdfcdbfad047e3e106'}],{'$oid': '6a084ac71a9ba20ae97f5f37'},[],0,/bits/1779988727094-6a084ac71a9ba20ae97f5f37,55,0,0,0,True,[],{'$date': '2026-05-28T17:18:47.095Z'},0,False
{'$oid': '6a188f05fcdbfad047e3e8ee'},Risk Taker,"RISK TAKER Acid Wash Oversized Tee
Elevate your streetwear game with the bold attitude of the RISK TAKER oversized tee. Designed with a premium acid-wash finish and striking graphic artwork, this piece blends rebellious energy with modern luxury street fashion.
Crafted for comfort and statement styling, the relaxed oversized fit delivers effortless urban aesthetics for everyday wear.
Highlights
Premium oversized fit
Vintage acid-wash texture
High-definition graphic print
Soft & breathable fabric
Streetwear-inspired luxury look
Perfect for casual, urban & nightwear styling
Made for the fearless. Styled for the streets.","{'public_id': 'zatch/Bits/1779994365221-517634798.mp4', 'url': 'https://zatchp.b-cdn.net/zatch/Bits/1779994365221-517634798.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1779994367849-436670925.png', 'url': 'https://zatchp.b-cdn.net/zatch/Bits/thumbnails/1779994367849-436670925.png'}","['#streetfashion', '#Mensfashion', '#T-Shirt']",[{'$oid': '6a0b61ccd382a23d66b46220'}],{'$oid': '69f8608068f7e97ef44183e4'},[{'$oid': '69f8608068f7e97ef44183e4'}],1,/bits/1779994373613-69f8608068f7e97ef44183e4,59,0,0,0,True,[],{'$date': '2026-05-28T18:52:53.614Z'},1,False
{'$oid': '6a18903ffcdbfad047e3ea86'},Lenin mix Sarees,"✨ Stay cool and stylish this summer with our premium Lenin Mix Sarees ✨

Soft • Smooth • Lightweight • Perfect for everyday elegance 💫

Explore our Cream Colour Specials — timeless shades that bring effortless grace to your wardrobe 🤍

💰 Price: ₹549/- Only
Book Now
🚚 Shipping Extra

🧺 Wash Care:
• Gentle hand wash recommended
• Use mild detergent
• Dry in shade
• Do not bleach

📸 Colours may slightly vary due to photography and lighting.

Comfort meets classy style only at Mukura.","{'public_id': 'zatch/Bits/1779994673419-84528370.mp4', 'url': 'https://zatchp.b-cdn.net/zatch/Bits/1779994673419-84528370.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1779994686214-479786772.jpg', 'url': 'https://zatchp.b-cdn.net/zatch/Bits/thumbnails/1779994686214-479786772.jpg'}","['#leninsarees', '#leninmix', '#softsarees']",[{'$oid': '6a188f07fcdbfad047e3e8fe'}],{'$oid': '6a084ac71a9ba20ae97f5f37'},[],0,/bits/1779994687309-6a084ac71a9ba20ae97f5f37,49,0,0,0,True,[],{'$date': '2026-05-28T18:58:07.31Z'},0,False
{'$oid': '6a18916afcdbfad047e3ecb3'},AK BEATS,,"{'public_id': 'zatch/Bits/1779994980069-61302422.mp4', 'url': 'https://zatchp.b-cdn.net/zatch/Bits/1779994980069-61302422.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1779994984146-249731094.jpg', 'url': 'https://zatchp.b-cdn.net/zatch/Bits/thumbnails/1779994984146-249731094.jpg'}","['#Akbeats', '#hyderabad', '#fashion']","[{'$oid': '6a0b61ccd382a23d66b46220'}, {'$oid': '6a0ab529b7bb9861659d6541'}, {'$oid': '6a0aaac2b7bb9861659d61e1'}, {'$oid': '69ff49ef9210c3b1aa02984b'}, {'$oid': '69fd7f7568f7e97ef44397dd'}, {'$oid': '69f98d8168f7e97ef441fa13'}, {'$oid': '69f98b4868f7e97ef441f940'}, {'$oid': '69f8b55d68f7e97ef441a373'}, {'$oid': '69f8a85868f7e97ef441a282'}, {'$oid': '69f88c1f68f7e97ef4419608'}]",{'$oid': '69f8608068f7e97ef44183e4'},[{'$oid': '69f8608068f7e97ef44183e4'}],1,/bits/1779994986397-69f8608068f7e97ef44183e4,74,0,0,0,True,[],{'$date': '2026-05-28T19:03:06.398Z'},1,False
{'$oid': '6a1892d7fcdbfad047e3eedc'},AK BEATS,About Ak beats,"{'public_id': 'zatch/Bits/1779995336729-233048061.mp4', 'url': 'https://zatchp.b-cdn.net/zatch/Bits/1779995336729-233048061.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1779995342971-387142172.jpg', 'url': 'https://zatchp.b-cdn.net/zatch/Bits/thumbnails/1779995342971-387142172.jpg'}","['#Akbeats', '#mensfashion', '#india']","[{'$oid': '6a0b61ccd382a23d66b46220'}, {'$oid': '6a0ab529b7bb9861659d6541'}, {'$oid': '6a0aaac2b7bb9861659d61e1'}, {'$oid': '69ff49ef9210c3b1aa02984b'}, {'$oid': '69fd7f7568f7e97ef44397dd'}, {'$oid': '69f98d8168f7e97ef441fa13'}, {'$oid': '69f98b4868f7e97ef441f940'}, {'$oid': '69f8b55d68f7e97ef441a373'}, {'$oid': '69f8a85868f7e97ef441a282'}, {'$oid': '69f88c1f68f7e97ef4419608'}]",{'$oid': '69f8608068f7e97ef44183e4'},"[{'$oid': '698e263e2c63bfbc0476857e'}, {'$oid': '699a2e703ec6020eaac62877'}]",2,/bits/1779995351496-69f8608068f7e97ef44183e4,66,0,0,0,True,"[{'userId': {'$oid': '699a2e703ec6020eaac62877'}, 'text': 'AK BEATS', '_id': {'$oid': '6a2435cc9d6bad255a9ddf69'}, 'createdAt': {'$date': '2026-06-06T14:59:24.849Z'}}]",{'$date': '2026-05-28T19:09:11.497Z'},3,False
{'$oid': '6a189f6efcdbfad047e3fc69'},Substract the Mind,"⚡ Beige tones. Street soul. Signature attitude.
Crafted for the ones who move different — this premium statement shirt blends minimal luxury with bold back-print energy. Clean from the front, powerful from the back, and styled to own every frame.
✔ Premium streetwear aesthetic
✔ Soft neutral shade for effortless styling
✔ Bold graphic back print for standout presence
✔ Perfect fit for casual, café, travel & nightlife looks
✔ Made to turn simple outfits into statement looks
“Not just a shirt — it’s a whole vibe.” 🔥","{'public_id': 'zatch/Bits/1779998564970-38986044.mp4', 'url': 'https://zatchp.b-cdn.net/zatch/Bits/1779998564970-38986044.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1779998567890-324880732.png', 'url': 'https://zatchp.b-cdn.net/zatch/Bits/thumbnails/1779998567890-324880732.png'}","['#Shirt', '#Fashion', '#Luxury']",[{'$oid': '6a189e26fcdbfad047e3fbf0'}],{'$oid': '69f8608068f7e97ef44183e4'},[],0,/bits/1779998574333-69f8608068f7e97ef44183e4,75,0,0,0,True,[],{'$date': '2026-05-28T20:02:54.334Z'},0,False
{'$oid': '6a1d93cd61d3ca2f147504b8'},THE UNIFORM FOR ANCESTRAL POWER,"The warrior doesn't face you because he doesn’t need validation. Behind him stands the fort—not as protection, but as proof of conquest.

This is an architecture of presence. A precision-engineered drop shoulder drape designed for an uncompromising silhouette and rigid street fall. We don’t follow standards, we set them. This isn't history—this is identity.

Issue 02 is strictly limited. Once your size goes dark, it's gone for good.","{'public_id': 'zatch/Bits/1780323262790-849800557.mp4', 'url': 'https://zatchp.b-cdn.net/zatch/Bits/1780323262790-849800557.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1780323275199-660461036.jpg', 'url': 'https://zatchp.b-cdn.net/zatch/Bits/thumbnails/1780323275199-660461036.jpg'}","['#Raje-series', '#Oversized T-shirt', '#Oversized streetwear T-shirt india', '#Oversized graphics tee', '#Oversized', '#New Drop', '#Men', '#Men Streetwear']",[{'$oid': '6a1d695361d3ca2f1470d488'}],{'$oid': '6a1d5b3e61d3ca2f1470cf8e'},[],0,/bits/1780323277577-6a1d5b3e61d3ca2f1470cf8e,64,1,0,0,True,[],{'$date': '2026-06-01T14:14:37.578Z'},0,False
{'$oid': '6a1d93d461d3ca2f147504c8'},Little Picks Deluxe Combo,"A carefully curated collection of adorable accessories and elegant jewelry, designed to make every day feel a little more special. From cute hair essentials to charming jewelry pieces, this combo is perfect for gifting or treating yourself.
💖 Includes:
Satin Scrunchie
Satin Bow
Frangipani Hair Clip
Tiny Flower Clips
Flower Claw Clip
Jewelry Combo
Silver Necklace
Earring Studs
Beauty Bracelet
Crystal Bracelet
Beauty Candy","{'public_id': 'zatch/Bits/1780323225792-790472764.mp4', 'url': 'https://zatchp.b-cdn.net/zatch/Bits/1780323225792-790472764.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1780323276620-882798501.jpg', 'url': 'https://zatchp.b-cdn.net/zatch/Bits/thumbnails/1780323276620-882798501.jpg'}","['#fashion', ""#woman's"", '#gifts']",[{'$oid': '6a1d929a61d3ca2f14750466'}],{'$oid': '69e51ea68174770ee78f3b81'},[],0,/bits/1780323284351-69e51ea68174770ee78f3b81,37,0,0,0,True,[],{'$date': '2026-06-01T14:14:44.352Z'},0,False
{'$oid': '6a1da3ea61d3ca2f14751546'},Stop Buying Basic Oversized Tees,"This is not thin fast fashion.
This is Swaraj by BhaariGear — a premium 240 GSM layered oversized streetwear tee inspired by warrior mentality, discipline, and Indian legacy.

Heavyweight feel.
Premium layered styling.
Bold cinematic back graphic.
Built to stand out instantly.

✔ Premium 240 GSM heavyweight fabric
✔ Layered oversized t-shirt design
✔ Drop shoulder streetwear fit
✔ Bold warrior-inspired back print
✔ Soft premium feel with structured look
✔ Built for real streetwear lovers","{'public_id': 'zatch/Bits/1780327383977-491597232.mp4', 'url': 'https://zatchp.b-cdn.net/zatch/Bits/1780327383977-491597232.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1780327400266-560937185.jpg', 'url': 'https://zatchp.b-cdn.net/zatch/Bits/thumbnails/1780327400266-560937185.jpg'}","['#T-shirt', '#raje-series', '#Raje', '#Oversized', '#Oversized graphics tee', '#Newdrop', '#Men', '#240gsm', '#BhaariGear']","[{'$oid': '6a1d9c4661d3ca2f14750d94'}, {'$oid': '6a1d695361d3ca2f1470d488'}]",{'$oid': '6a1d5b3e61d3ca2f1470cf8e'},[],0,/bits/1780327402980-6a1d5b3e61d3ca2f1470cf8e,44,0,0,0,True,[],{'$date': '2026-06-01T15:23:22.981Z'},0,False
{'$oid': '6a1da45861d3ca2f14751bce'},crochet sunflower bag charm🌻✨️,,"{'public_id': 'zatch/Bits/1780327458596-816517966.mp4', 'url': 'https://zatchp.b-cdn.net/zatch/Bits/1780327458596-816517966.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1780327504208-885309193.jpg', 'url': 'https://zatchp.b-cdn.net/zatch/Bits/thumbnails/1780327504208-885309193.jpg'}","['#crochet', '#crochetsunflower', '#bagcharm']",[{'$oid': '6a1d9fce61d3ca2f1475113b'}],{'$oid': '69e36470330134cd220d6fd0'},[{'$oid': '69e51ea68174770ee78f3b81'}],1,/bits/1780327512270-69e36470330134cd220d6fd0,57,0,0,0,True,[],{'$date': '2026-06-01T15:25:12.27Z'},1,False
